1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25308194,0,0,0.99696642,0,0,0,1,0,0,0,1,0,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.132991381,0,0,0.999436824,0,0,0,1,0,0,0,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205122126,0,0,0.776972077,0,0.056808913,0.235049535,0.99973496,0.416666667,0.031649598,0.161563503,0.999999985,0.277777778,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.064838529,0.726623233,0.117375109,0.720474665,1,0.676450752,0.119622696,0.921346595,1,0.6440842,0.123268552,0.955241257,1,1.42E-08
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.22753114,0.202866726,0.414318239,0.989376719,1,0.096782932,0.245995873,0.993262955,0.583333333,0.103307934,0.312731535,0.995219246,0.722222222,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.27278238,0.270504331,0.390963804,0.956930712,1,0.130388775,0.232168997,0.981599735,0.583333333,0.140655924,0.295286016,0.986540366,0.722222222,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109463849,0,0,0.832194287,0,0,0,0.999995066,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.467344345,0.332247461,0.985126649,0.974186095,1,0.161666298,0.58071198,0.989786885,0.583333333,0.176096393,0.724617172,0.993910347,0.722222222,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.261911619,0.727970208,0.446812016,0.623470091,1,0.376343288,0.265221495,0.904303788,0.583333333,0.436883607,0.336948179,0.935282603,0.722222222,6.40E-08
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.499015715,0.786827291,0.677185739,0.995591941,1,0.410464601,0.401029363,0.997427631,0.583333333,0.719435391,0.69386358,0.999108238,1,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0.491145645,0.21020543,0.069006856,0.99788025,1,0.10039626,0.041033839,0.997575633,0.583333333,0.107287232,0.052374703,0.99804949,0.722222222,0
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.310207426,0.299823726,0.472802916,0.744992992,1,0.254836794,0.479550434,0.93592876,1,0.224199653,0.490264557,0.952053723,1,4.18E-10
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.101258076,0.636490596,0.214119134,0.944496621,1,0.324464323,0.127275196,0.979303833,0.583333333,0.371073078,0.162291031,0.985636073,0.722222222,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.165358726,0.348502878,0.161447954,0.940827522,1,0.169997337,0.09598396,0.975810993,0.583333333,0.18564658,0.122449126,0.981416222,0.722222222,0
1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0.418555214,0.738427988,0.497177399,0.998151908,1,0.694918216,0.504148578,0.998971377,1,0.661656359,0.514905672,0.999412873,1,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.139276353,0.045574753,0.948246058,0.979127172,1,0.021228398,0.559329434,0.99033667,0.583333333,0.022117095,0.699075861,0.993746919,0.722222222,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186934138,0,0,0.809174055,0,0.223078614,0.018900509,0.999058804,0.416666667,0.124282407,0.012991442,0.999999962,0.277777778,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215644206,0,0,0.756402555,0,0,0,0.999943397,0,0,0,0.99999999,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136028126,0,0,0.968232244,0,0,0,1,0,0,0,1,0,0
0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.153826466,0.852371301,0.127679149,0.998336131,1,0.449159232,0.075914457,0.998378823,0.583333333,0.532226325,0.096868686,0.998954606,0.722222222,0
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.501794523,0.736717147,0.802821033,0.867641476,1,0.381377069,0.474634759,0.966264187,0.583333333,0.443363136,0.596718427,0.979599786,0.722222222,4.03E-14
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.598008012,0.606196016,0.52387784,0.936485059,1,0.307589181,0.310756509,0.978862315,0.583333333,0.350047698,0.394096791,0.986326732,0.722222222,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.246696561,0.2443421,0.753166631,0.997729252,1,0.117309076,0.445588525,0.99821505,0.583333333,0.126029647,0.561210036,0.998949026,0.722222222,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.49848048,0.392210092,0.316078006,0.243104355,1,0.192599034,0.187788949,0.728976422,0.583333333,0.211789018,0.239143265,0.789533274,0.722222222,8.79E-05
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.148964958,0.364314617,0.621514862,0.954110605,1,0.178139859,0.368301218,0.982557094,0.583333333,0.195025436,0.465841168,0.988324974,0.722222222,0
0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.216715878,0.33503576,0.007685497,0.998254063,1,0.163092459,0.004570254,0.997899434,0.583333333,0.177727966,0.005834031,0.998319062,0.722222222,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.117064541,0.930517101,0.991813021,0.945362592,1,0.496268782,0.584584132,0.985075421,0.583333333,0.595750912,0.729228699,0.992181749,0.722222222,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.207066693,0.208654959,0.507882834,0.902918349,1,0.099632196,0.301313437,0.966561706,0.583333333,0.106445048,0.382270822,0.975169903,0.722222222,1.01E-14
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.332053174,0.118192019,0.169722301,0.900104724,1,0.055664315,0.100900719,0.961648078,0.583333333,0.058643913,0.128713084,0.96822964,0.722222222,1.98E-13
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.142633858,0.757817041,0.467668998,0.995385214,1,0.393573029,0.277554049,0.997041362,0.583333333,0.459130681,0.352455996,0.998300836,0.722222222,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.517226124,0.454987652,0.086775094,0.937883834,1,0.225581229,0.051598148,0.975274211,0.583333333,0.25054853,0.065854374,0.981189568,0.722222222,1.01E-14
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.454129771,0.836606736,0.083546658,0.992371335,1,0.439784804,0.049678711,0.995028818,0.583333333,0.519757677,0.063405448,0.996675453,0.722222222,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070377107,0,0,0.964811631,0,0,0,1,0,0,0,1,0,0
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.504849861,0.135369283,0.374984239,0.909166172,1,0.063921085,0.222704383,0.966345493,0.583333333,0.067521156,0.283331135,0.973695664,0.722222222,1.51E-14
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.484782523,0,0,0.884845981,0,0,0,0.9999996,0,0,0,1,0,0
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.628191228,0,0,0.989654617,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112195101,0,0,0.214387591,0,0.073578032,0.00777568,0.532512027,0.416666667,0.040992074,0.005344687,0.967637289,0.277777778,5.22E-05
0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0.46465016,0.476733871,0.334827408,0.998407722,1,0.237150507,0.198906404,0.99841737,0.583333333,0.264315586,0.253227051,0.998970596,0.722222222,0
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.494051467,0.399210274,0.050483553,0.992471697,1,0.196246371,0.030019853,0.994250463,0.583333333,0.216039646,0.038318733,0.995562901,0.722222222,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.104283348,0.172648321,0.289072858,0.889269885,1,0.081988175,0.17177,0.960435822,0.583333333,0.12261656,0.302379557,0.971618959,1,1.92E-13
