"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","normalized_z"
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.399757002,0,0,0.64993706,0,0,0,0.999659665,0,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.230021735,0.129434437,0.611912604,0.990433984,1,0.061336069,0.361857213,0.996306214,0.583333333,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074231155,0,0,0.939091013,0,0,0,0.999999996,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.142867489,0.448398279,0.012322769,0.990182871,1,0.22308275,0.007311826,0.995637844,0.583333333,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.048554149,0,0,0.997589963,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.326114598,0.259183324,0.785952487,0.92188954,1,0.125273264,0.463758426,0.983688154,0.583333333,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.161005904,0.571253076,0.574707935,0.970066923,1,0.28959978,0.339991507,0.99243016,0.583333333,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.065907511,0.197886554,0.631094407,0.863642918,1,0.094756612,0.373120172,0.972967907,0.583333333,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.256363668,0.486884631,0.51249114,0.91471795,1,0.43180987,0.518792313,0.985038396,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068246972,0,0,0.653566019,0,0,0,0.999681142,0,9.99999971718069e-10
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.301010144,0,0,0.845256825,0,0,0,0.999998279,0,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.715323169,0.448571277,0.957183848,0.803857171,1,0.223174718,0.563281884,0.968146054,0.583333333,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.205553216,0.694906829,0.219318772,0.988338682,1,0.359030264,0.13007828,0.995824571,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.413472755,0.567712954,0.62707254,0.997459783,1,0.287649038,0.370759263,0.998833596,0.583333333,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16189124,0.167358475,0.722940465,0.872221756,1,0.079766653,0.42694305,0.974656619,0.583333333,0
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.504872657,0.922531315,0.932205249,0.976243654,1,0.493604671,0.548814959,0.994949517,0.583333333,0
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.338844204,0.281418176,0.938127069,0.924135458,1,0.238514879,0.936149726,0.988269935,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.276142651,0,0,0.777234523,0,0,0,0.999981054,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.077439248,0.44227308,0.932888536,0.983731039,1,0.219829369,0.549210943,0.995581824,0.583333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143698446,0,0,0.947299307,0,0,0,0.999999999,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.097089904,0.505339438,0.52643773,0.974883118,1,0.253611548,0.311584862,0.993091823,0.583333333,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.370077777,0,0,0.803545041,0,0,0,0.99999167,0,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.206031467,0.908646856,0.153068748,0.887413197,1,0.48513796,0.090805576,0.979357847,0.583333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169019598,0,0,0.255335376,0,0,0,0.970185289,0,2.62451958610299e-06
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.066186939,0,0,0.992191469,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099895399,0,0,0.881706556,0,0,0,0.999999714,0,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.248506274,0.699970256,0.361393038,0.18129689,1,0.361927477,0.214182711,0.805980462,0.583333333,4.94418148155873e-06
1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0.366508741,0.526270541,0.733098671,0.998403954,1,0.264963805,0.432884435,0.999198015,0.583333333,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.322061448,0,0,0.997185167,0,0,0,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274060154,0,0,0.95767583,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.374558711,0.984888001,0.498192164,0.966053964,1,0.532052759,0.294944155,0.992555699,0.583333333,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18501618,0.756258474,0.564825339,0.852300812,1,0.711837371,0.57053382,0.981398982,1,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.342224098,0,0,0.991631252,0,0.187523178,0.25246837,0.99999984,0.416666667,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.065553217,0.694961189,0.831673858,0.986238216,1,0.359061351,0.490410248,0.99628439,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.318029134,0.787818023,0.769593809,0.840453124,1,0.412882798,0.454209883,0.975270684,0.583333333,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233858093,0,0,0.813626921,0,0,0,0.999994108,0,0
0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.285649147,0.674636093,0.804909048,0.99446646,1,0.34747468,0.474815025,0.998121228,0.583333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143472953,0,0,0.422665786,0,0,0,0.992982062,0,2.80000015395743e-08
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.361942724,0,0,0.986890207,0,0,0,1,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.156542397,0.473453744,0.119046909,0.570933631,1,0.236452647,0.070628597,0.919089947,0.583333333,1.03906006021504e-09
0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.17428499,0.068426576,0.021985123,0.997831135,1,0.032126277,0.013045035,0.998342436,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.46010569,0.943279227,0.307493388,0.989178126,1,0.506320429,0.182298091,0.99647607,0.583333333,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.275267546,0.010675715,0.789741191,0.987026446,1,0.004968451,0.465968943,0.995484822,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.360821181,0.191753078,0.097819767,0.980959477,1,0.091733876,0.058037286,0.992679756,0.583333333,0
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.863597423,0,0,0.909836948,0,0,0,0.999999954,0,0
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.252495658,0,0,0.999023744,0,0,0,1,0,0
0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0.501974953,0.066717414,0.718235591,0.998483382,1,0.031315684,0.424190438,0.999099294,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.614536849,0.880743538,0.429337337,0.989525116,1,0.468225508,0.254326884,0.99666097,0.583333333,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.370060645,0,0,0.994144006,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095524454,0,0,0.973634248,0,0,0,1,0,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.196726008,0.618654524,0.904560955,0.848099335,1,0.31591698,0.532782908,0.975689207,0.583333333,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.166983529,0.909695354,0.878846979,0.833783526,1,0.894893496,0.881279326,0.935014249,1,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.070526729,0.266038699,0.955510457,0.997716978,1,0.128721251,0.562313286,0.998984851,0.583333333,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.186038601,0,0,0.992614702,0,0,0,1,0,0
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.491796378,0,0,0.999189987,0,0,0,1,0,0
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.444604675,0,0,0.939300984,0,0,0,0.999999996,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.182449691,0.386225199,0.204589916,0.995443837,1,0.190333295,0.121349431,0.997659283,0.583333333,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.199468088,0.141965014,0.545909546,0.89091158,1,0.067402463,0.323048811,0.976560859,0.583333333,0
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.289588308,0.498584923,0.213716571,0.624703244,1,0.445756037,0.217188104,0.907937516,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205174596,0,0,0.871753495,0,0,0,0.999999509,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.089926835,0.567936954,0.683520303,0.734866813,1,0.287772411,0.403864658,0.957120027,0.583333333,0
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.40723338,0,0,0.962135941,0,0,0,1,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.141169445,0.859410517,0.273482791,0.851540402,1,0.455387599,0.162163839,0.974577196,0.583333333,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.213188675,0.219468761,0.129734934,0.959049581,1,0.105437313,0.076967753,0.987674851,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.311015111,0.384867939,0.994596196,0.880489312,1,0.189625099,0.584914949,0.979011396,0.583333333,0
0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.113489392,0.315873085,0.894836509,0.998380763,1,0.153999904,0.527138109,0.999198026,0.583333333,0
1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.427873024,0,0,0.999300238,0,0,0,1,0,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.055579866,0,0,0.999990806,0,0,0,1,0,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.330529827,0,0,0.986676937,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.279937809,0.026254383,0.943202011,0.975419502,1,0.01224767,0.555186271,0.99306767,0.583333333,0
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.405309316,0.856205428,0.583725489,0.825536931,1,0.453465706,0.345293656,0.972783343,0.583333333,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233306855,0,0,0.64124825,0,0,0,0.999603371,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.419936932,0.845123904,0.122670782,0.988096313,1,0.446834587,0.072778007,0.995798888,0.583333333,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.067468736,0.687799344,0.631987533,0.990992214,1,0.354970726,0.373644389,0.997079517,0.583333333,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.186558868,0.27445805,0.66147801,0.674943153,1,0.132965552,0.390945266,0.942131281,0.583333333,0
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.468893034,0.718222712,0.767419725,0.949449369,1,0.37240704,0.452940386,0.98992717,0.583333333,0
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.414033183,0,0,0.998702576,0,0,0,1,0,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.255953795,0,0,0.99978554,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.067455012,0,0,0.995450886,0,0,0,1,0,0
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.519433707,0.851199187,0.569648315,0.671222708,1,0.826024235,0.574988369,0.962113185,1,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.12157401,0.612686204,0.321374926,0.995236434,1,0.312583108,0.190512741,0.997871068,0.583333333,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.152259228,0.786149631,0.788681234,0.987375799,1,0.411902816,0.465350547,0.996565839,0.583333333,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.194914835,0.673270083,0.355702261,0.943681706,1,0.346698447,0.210817814,0.98751782,0.583333333,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.35163639,0,0,0.442401547,0,0,0,0.99427129,0,1.45000004225793e-08
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.042954318,0.243635906,0.181751115,0.84797328,1,0.117479733,0.107811558,0.967707488,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.40818225,0.341366635,0.71198619,0.973989109,1,0.167078005,0.420533408,0.992970072,0.583333333,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.157174052,0,0,0.999776906,0,0,0,1,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.186730606,0,0,0.996844709,0,0,0,1,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.158236103,0.697005049,0.06170386,0.996730409,1,0.360230313,0.036611324,0.99821302,0.583333333,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19164034,0.69395439,0.232759188,0.996360266,1,0.358485772,0.138042204,0.998224675,0.583333333,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.242294773,0.47161589,0.537224693,0.971217098,1,0.235468561,0.317936447,0.992306956,0.583333333,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204006233,0,0,0.971164538,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.497183798,0.664996965,0.572473,0.911983842,1,0.34200386,0.338677198,0.983445106,0.583333333,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.267193783,0,0,0.997305019,0,0,0,1,0,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.269595622,0.275024531,0.325697208,0.993777683,1,0.133251513,0.193070115,0.99711326,0.583333333,0
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.291152566,0.678420187,0.290394332,0.568390969,1,0.34962663,0.172176802,0.9255596,0.583333333,5.20041010254602e-10
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.404921981,0.048504287,0.140685968,0.983777111,1,0.0390706,0.143038215,0.993628017,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157069261,0,0,0.264918221,0,0,0,0.972254925,0,1.24680335444882e-06
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.211692612,0.195381537,0.862019374,0.767266042,1,0.093521407,0.508069106,0.958771935,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.804040922,0.052541201,0.014918611,0.958344487,1,0.04236187,0.015174985,0.986497586,1,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.097841125,0.418154587,0.727245664,0.869751998,1,0.207076331,0.429461385,0.976312614,0.583333333,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.176342125,0.934695787,0.876304787,0.985704248,1,0.501050623,0.516373573,0.996516015,0.583333333,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.185453089,0.234381293,0.303230796,0.459899032,1,0.112857859,0.17977524,0.888376367,0.583333333,6.51876541635232e-09
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.072651382,0.798270903,0.148622882,0.973861372,1,0.41903352,0.088169205,0.992633524,0.583333333,0
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.234243349,0,0,0.998977174,0,0,0,1,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.057655791,0.344819923,0.939518247,0.997792407,1,0.168857197,0.553052356,0.999027047,0.583333333,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189218794,0,0,0.898641487,0,0,0,0.999999898,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.208665173,0,0,0.996711639,0,0,0,1,0,0
1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.26482063,0.976545252,0.397054461,0.99849603,1,0.975726514,0.402550427,0.999460816,1,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.339735875,0,0,0.937896879,0,0,0,0.999999996,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201002477,0,0,0.327108488,0,0,0,0.98310079,0,4.50500495574602e-07
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.196276739,0.038034952,0.907198365,0.996301949,1,0.017775104,0.534313389,0.998388708,0.583333333,0
1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.190233193,0.048550963,0.820689698,0.998196517,1,0.022725904,0.484012278,0.999025043,0.583333333,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.130182001,0.133791728,0.751984939,0.929971828,1,0.063442954,0.443924345,0.98424208,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.386706849,0.571176809,0.661901048,0.991527398,1,0.28955773,0.391193316,0.997140929,0.583333333,0
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.486075509,0,0,0.930656412,0,0,0,0.999999992,0,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.389273311,0,0,0.997465777,0,0.068506136,0.081763496,0.845523275,0.416666667,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.163643031,0,0,0.992172801,0,0,0,1,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.174040208,0.350297653,0.9347426,0.997633337,1,0.171683188,0.550285361,0.998975059,0.583333333,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.096629178,0.057289367,0.458714873,0.964194377,1,0.026851847,0.271665204,0.989368324,0.583333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133664032,0,0,0.843409192,0,0,0,0.999998137,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.379666197,0,0,0.542751805,0,0,0,0.998240438,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.095514306,0.526832045,0.429558458,0.906423428,1,0.265269317,0.254457448,0.981158813,0.583333333,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.071694125,0.479766124,0.697048096,0.920242344,1,0.239836709,0.411788368,0.984228254,0.583333333,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151491044,0,0,0.865324622,0,0,0,0.999999318,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.161488947,0.041044307,0.790326739,0.988297628,1,0.019190256,0.466310555,0.995869757,0.583333333,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.062688041,0.2432075,0.465439001,0.901926088,1,0.117265497,0.275631947,0.978741707,0.583333333,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.142673887,0.027461894,0.950015477,0.994588449,1,0.012813329,0.559132043,0.997864064,0.583333333,0
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.348096103,0.827943926,0.584245746,0.978509083,1,0.436596408,0.3455995,0.994564307,0.583333333,0
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.426118008,0,0,0.723873157,0,0,0,0.999924186,0,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.417923126,0.719244898,0.266012124,0.977270873,1,0.372995583,0.157739791,0.993436317,0.583333333,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.227829931,0.123566286,0.201242095,0.988707823,1,0.058503014,0.119365196,0.99504743,0.583333333,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.112204662,0,0,0.994454902,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.322412817,0.590734751,0.930407675,0.925150403,1,0.300371462,0.547773151,0.986371402,0.583333333,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.057352254,0.383222461,0.36129646,0.994253983,1,0.188766908,0.214125619,0.997414762,0.583333333,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098559098,0,0,0.771965842,0,0,0,0.999977943,0,0
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.447073035,0,0,0.978060698,0,0,0,1,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.119362334,0.50147568,0.493338703,0.988897999,1,0.251523668,0.292083477,0.996163298,0.583333333,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.381236308,0.116020973,0.499304091,0.987820947,1,0.054867617,0.295599482,0.995348116,0.583333333,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.073514112,0,0,0.999899172,0,0,0,1,0,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.262894472,0.690171561,0.732852945,0.996721742,1,0.356324704,0.432740751,0.998707068,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.354472583,0.344695399,0.115623874,0.997225209,1,0.168793007,0.068598251,0.998274881,0.583333333,0
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.264001746,0,0,0.99999425,0,0,0,1,0,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.236636815,0.469810135,0.971748553,0.866935517,1,0.234502184,0.571708745,0.977544351,0.583333333,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.316283073,0,0,0.970205323,0,0.192188113,0.012004787,0.999436454,0.416666667,0
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.680050466,0,0,0.98847093,0,0,0,1,0,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.211726331,0,0,0.999638085,0,0,0,1,0,0
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.464529384,0,0,0.998637149,0,0,0,1,0,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.079594411,0.873404349,0.57883086,0.942111456,1,0.851964713,0.584111194,0.991952242,1,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.164196498,0.212425711,0.836301638,0.967013746,1,0.101944202,0.493104873,0.991568609,0.583333333,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.027703832,0,0,0.997891807,0,0,0,1,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.298631163,0,0,0.957704717,0,0,0,1,0,0
0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.350332029,0.790153795,0.357898909,0.985205687,1,0.414255592,0.212116716,0.995449038,0.583333333,0
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.439433482,0.464582816,0.625443597,0.958732734,1,0.231707641,0.369802932,0.990207765,0.583333333,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.130960406,0.674821062,0.528633458,0.812814435,1,0.347579821,0.312877915,0.96897595,0.583333333,0
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.487813908,0.614487732,0.470668853,0.993392896,1,0.313588812,0.27871673,0.997463278,0.583333333,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.096191599,0.660458004,0.922685441,0.993686514,1,0.339433073,0.543296529,0.998012078,0.583333333,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.052043489,0.5879556,0.185953895,0.954305911,1,0.298831039,0.110303027,0.988402692,0.583333333,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.050777315,0.70495388,0.869924682,0.905314265,1,0.364783241,0.512665341,0.983919483,0.583333333,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.18689045,0.36642455,0.826165956,0.991774136,1,0.180030005,0.487202454,0.997208671,0.583333333,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.281677363,0.384230841,0.629741996,0.995186688,1,0.189292774,0.372326302,0.997998639,0.583333333,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.232891816,0.79427152,0.151777108,0.96965893,1,0.416677967,0.090039657,0.991812407,0.583333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021896714,0,0,0.974600987,0,0,0,1,0,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.215103874,0.784339985,0.735056315,0.993087542,1,0.410840402,0.434029144,0.997781644,0.583333333,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204722719,0,0,0.977967171,0,0,0,1,0,0
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0.330038122,0.417719385,0.749396298,0.997954536,1,0.206847051,0.442411651,0.999017257,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.400849171,0.094222449,0.649463458,0.991701739,1,0.044411319,0.383898969,0.996696715,0.583333333,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.303322556,0,0,0.962310707,0,0,0,1,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.021983409,0.012274536,0.918512906,0.991865942,1,0.005713927,0.540876968,0.99700752,0.583333333,0
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.569977993,0,0,0.99984031,0,0,0,1,0,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.205294629,0.915349025,0.980155274,0.473789855,1,0.489220667,0.576569804,0.919881367,0.583333333,5.09959408034888e-10
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.251721731,0.823124135,0.664541339,0.942057436,1,0.433733319,0.39274135,0.988879927,0.583333333,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175203381,0,0,0.950780898,0,0,0,0.999999999,0,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.239900307,0.953611257,0.612138486,0.961222788,1,0.5126812,0.361989875,0.991995569,0.583333333,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.182931943,0.046944458,0.357199099,0.997631651,1,0.021968562,0.211702928,0.998506736,0.583333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103395886,0,0,0.853816587,0,0,0,0.999998822,0,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.282862152,0.498010975,0.108084313,0.993772994,1,0.24965346,0.064126092,0.997031271,0.583333333,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.256064353,0.117228227,0.276464105,0.96460032,1,0.05544873,0.163929202,0.989041276,0.583333333,0
