"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","normalized_z"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.155461749,0,0,0.996467419,0,0,0,1,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.092517198,0.658215684,0.466511441,0.482801472,1,0.338164329,0.276264566,0.908950624,0.583333333,3.09778624973944e-09
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049476148,0,0,0.566491347,0,0,0,0.998726521,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.023180431,0.476718744,0.278126014,0.685266537,1,0.238202222,0.164913237,0.943597014,0.583333333,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.077374031,0.991108153,0.007411216,0.975225366,1,0.535926216,0.004397505,0.992989151,0.583333333,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.302151031,0,0,0.99573516,0,0,0,1,0,0
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.538184038,0.118031153,0.321716349,0.926015495,1,0.055835328,0.190714761,0.981453494,0.583333333,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.042704325,0.996134859,0.531309875,0.962412812,1,0.539061582,0.314453934,0.992088442,0.583333333,0
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0.425627916,0.583395424,0.605112141,0.997737972,1,0.296306172,0.35786245,0.998923125,0.583333333,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.139533333,0,0,0.999996537,0,0,0,1,0,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.381975975,0.307560855,0.972429,0.995985554,1,0.149757261,0.572102273,0.998470136,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.389913848,0.147953659,0.759149469,0.928411249,1,0.070309837,0.448110137,0.984075958,0.583333333,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.201552115,0.985281701,0.248935872,0.970456175,1,0.532297725,0.147625678,0.992691325,0.583333333,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165713494,0,0,0.981417309,0,0,0,1,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.147158205,0.924806109,0.952251212,0.978647468,1,0.494995088,0.560426506,0.995378455,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.620345158,0.303505155,0.104713007,0.992487958,1,0.14769102,0.062126328,0.996373719,0.583333333,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003023937,0.852102736,0.210557545,0.078702296,1,0.451008185,0.124886231,0.750232761,0.583333333,3.77107294111667e-05
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.290257313,0,0,0.999875249,0,0.187933766,0.292317131,1,0.416666667,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.176777143,0,0,0.995967268,0,0,0,1,0,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.202965844,0.870380752,0.060928436,0.963332436,1,0.840175596,0.061970948,0.992361294,1,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.341572857,0.976864977,0.322759383,0.949678899,1,0.527066883,0.191331906,0.989483687,0.583333333,0
1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0.313714221,0.034295896,0.590505949,0.998186313,1,0.027525076,0.597120557,0.999033279,1,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.129540856,0.880147862,0.15867915,0.978263264,1,0.467865955,0.094132355,0.993724994,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.404851332,0.854289846,0.694143236,0.947582613,1,0.452317894,0.410087226,0.98988375,0.583333333,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.381098758,0.287792581,0.100469299,0.992780913,1,0.139709608,0.059608991,0.996451566,0.583333333,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136101501,0,0,0.855365985,0,0,0,0.999998902,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.304956835,0,0,0.8716671,0,0.130652107,0.122874541,0.825488154,0.416666667,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17677819,0,0,0.480753726,0,0,0,0.996234609,0,1.50011236765835e-09
1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0.333935696,0.142985996,0.759504775,0.998346736,1,0.067897762,0.448317668,0.999084432,0.583333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038762849,0,0,0.727396647,0,0.073660894,0.232557253,0.998942929,0.416666667,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.1951517,0.038427783,0.801939056,0.996564635,1,0.017959757,0.473083343,0.998403465,0.583333333,0
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.42361784,0.523845268,0.419751956,0.997103606,1,0.263644824,0.248667093,0.998557349,0.583333333,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171290041,0.492709957,0.628669076,0.991397963,1,0.246795744,0.371696482,0.99699275,0.583333333,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.054415595,0.489545718,0.533323649,0.997616031,1,0.24509208,0.31563965,0.998806047,0.583333333,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.265016185,0.054170323,0.079390264,0.990093517,1,0.025377896,0.047104305,0.995145114,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.307847882,0.292752264,0.854454209,0.964838891,1,0.142224893,0.503669044,0.991431368,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.392190453,0.149362277,0.239703318,0.31596082,1,0.070994465,0.142156322,0.837478158,0.583333333,2.50189511996624e-07
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.100078967,0,0,0.999936816,0,0,0,1,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.077832388,0.837742029,0.714612598,0.996893859,1,0.442429172,0.422070437,0.998804404,0.583333333,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.220377807,0,0,0.998052482,0,0,0,1,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.132196151,0.624343454,0.434864923,0.995506033,1,0.319100245,0.257590132,0.9980744,0.583333333,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099720413,0,0,0.900863252,0,0,0,0.999999913,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.123038145,0,0,0.996463485,0,0,0,1,0,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.294246843,0,0,0.996481271,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.372085972,0.8875407,0.478130638,0.962027502,1,0.472332702,0.283117263,0.991606282,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.456890554,0.873734484,0.671532357,0.997298404,1,0.463998768,0.396839583,0.998913229,0.583333333,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10147164,0,0,0.806762243,0,0,0,0.999992525,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020812087,0,0,0.981038134,0,0,0,1,0,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.378877852,0.878155755,0.194933803,0.989455307,1,0.84913814,0.198145848,0.997143323,1,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.342734388,0,0,0.995864605,0,0,0,1,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.078154416,0.285686242,0.75295964,0.715763226,1,0.138642516,0.444493873,0.950459742,0.583333333,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.076589609,0.066081856,0.752660544,0.974890688,1,0.031014366,0.444319091,0.992597618,0.583333333,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203863341,0,0,0.396973937,0,0,0,0.990967781,0,6.25000081688754e-08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148030648,0,0,0.944223157,0,0,0,0.999999997,0,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.063269139,0.317325298,0.700289898,0.967089167,1,0.272018875,0.706083986,0.800000115,1,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.329255205,0,0,0.999695054,0,0,0,1,0,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.068346789,0.078126979,0.821967936,0.274503623,1,0.036734756,0.484756974,0.831286861,0.583333333,5.14104655513492e-08
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12110925,0.975723146,0.231829935,0.894069781,1,0.526358235,0.137491624,0.981115448,0.583333333,0
1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0.454743431,0.971023493,0.058752952,0.998359899,1,0.968962546,0.059759088,0.978522777,1,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.31648912,0.700960482,0.35569594,0.993847359,1,0.656863641,0.360933807,0.998027455,1,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.323067352,0,0,0.943728476,0,0,0,0.999999997,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.127640715,0.837897012,0.144216184,0.985994444,1,0.442521565,0.085555963,0.995314558,0.583333333,0
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.439388431,0,0,0.916137615,0,0,0,0.999999972,0,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.3340476,0.885880822,0.205501246,0.987193045,1,0.47132897,0.121889564,0.995775964,0.583333333,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.076832399,0.516094996,0.137010886,0.93461821,1,0.259436184,0.081282928,0.984375702,0.583333333,0
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.319902786,0.529690564,0.410259793,0.90346193,1,0.266825398,0.243061123,0.980619132,0.583333333,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.369395467,0,0,0.999941542,0,0,0,1,0,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.21911792,0.032393962,0.31988885,0.988326805,1,0.015125889,0.189633415,0.995018922,0.583333333,0
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.292818789,0.237749464,0.252279973,0.945101844,1,0.114538482,0.149606542,0.985425455,0.583333333,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.169472612,0.415917956,0.017594108,0.851442159,1,0.205898305,0.010439603,0.968849348,0.583333333,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09971134,0.090759028,0.739531266,0.032351749,1,0.042756321,0.436645519,0.693556749,0.583333333,6.21922383226003e-06
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191206167,0,0,0.902394068,0,0,0,0.999999921,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.043143102,0.781214205,0.837840724,0.997398205,1,0.409006625,0.494000894,0.998994659,0.583333333,0
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.567817439,0,0,0.997142489,0,0.211222643,0.384255526,1,0.416666667,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.458582232,0.175235582,0.464743592,0.314174719,1,0.083621304,0.275221741,0.842962174,0.583333333,2.02405283866725e-07
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.268520291,0,0,0.999475142,0,0,0,1,0,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.187898446,0.507416325,0.421251835,0.95891224,1,0.254734831,0.249552797,0.989753584,0.583333333,0
0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.225789874,0.535034802,0.08857641,0.998340503,1,0.269738144,0.052553944,0.998857212,0.583333333,0
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.422467707,0.766466316,0.471108414,0.992461424,1,0.40037718,0.278975978,0.997333447,0.583333333,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136279446,0,0,0.998831445,0,0,0,1,0,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.227469202,0.6990272,0.073017201,0.421757263,1,0.361387558,0.043323376,0.888308394,0.583333333,8.29462937224079e-08
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.138681192,0.781324842,0.827397624,0.411171928,1,0.409071508,0.487919841,0.900038935,0.583333333,6.17389295243242e-09
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147721101,0,0,0.964525571,0,0,0,1,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.150175123,0.432097554,0.172837019,0.993932297,1,0.214437743,0.102526799,0.99711179,0.583333333,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.133149964,0,0,0.998123942,0,0,0,1,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.159599837,0.09833725,0.115460243,0.995139281,1,0.046379832,0.068501204,0.997188653,0.583333333,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.075260478,0.76845297,0.910639524,0.937601153,1,0.401537466,0.536310006,0.988794301,0.583333333,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.093487834,0.545072708,0.827776055,0.420010098,1,0.27522153,0.488140252,0.895693101,0.583333333,4.14716072594246e-09
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25727632,0.207387687,0.01723236,0.937833608,1,0.09945004,0.01022496,0.982730324,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.290327535,0.615439657,0.73206944,0.980680661,1,0.314120445,0.432282565,0.994892816,0.583333333,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.056267855,0.018509958,0.975796185,0.986989943,1,0.008624738,0.574049496,0.995789958,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.277631833,0.422339887,0.201060341,0.996412709,1,0.209282826,0.119257456,0.99805574,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.588806694,0.869063315,0.691445615,0.615309387,1,0.461186649,0.408507276,0.94245056,0.583333333,0
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.39669281,0,0,0.548538322,0,0,0,0.998370855,0,5.0000836804287e-10
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.108521127,0.448150219,0.297498091,0.973620127,1,0.394071304,0.302119574,0.993393535,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.140925092,0,0,0.996175895,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.119961744,0,0,0.994960167,0,0,0,1,0,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.317132294,0.910509658,0.416994924,0.996806503,1,0.486271914,0.24703894,0.998623666,0.583333333,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238422438,0,0,0.970202169,0,0,0,1,0,0
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.459867741,0.551547518,0.126356387,0.99614999,1,0.499209637,0.128491281,0.959726846,1,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.253180312,0.332985566,0.5138922,0.934915051,1,0.162767552,0.304195363,0.985130072,0.583333333,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055870044,0.387704178,0.733836368,0.995747142,1,0.33639892,0.73940305,0.998788919,1,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.147320956,0,0,0.999003635,0,0,0,1,0,0
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.473520849,0,0,0.938215035,0,0,0,0.999999996,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.093037348,0.339104384,0.030112673,0.94582289,1,0.165913445,0.017867505,0.985080683,0.583333333,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.254463351,0.719893434,0.455585891,0.971245836,1,0.373369078,0.269819095,0.992716641,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.768962587,0.531776656,0.942544209,0.993890387,1,0.267961823,0.554805232,0.997997911,0.583333333,0
1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.57971808,0,0,0.999901025,0,0,0,1,0,0
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.408433108,0,0,0.999634784,0,0,0,1,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.134042848,0.50601869,0.251817408,0.988081043,1,0.453183713,0.255796615,0.996368685,1,0
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.504723777,0,0,0.204079248,0,0,0,0.956966156,0,8.02970539792724e-06
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.245578369,0.431373087,0.392483452,0.990967589,1,0.2140545,0.232559427,0.996488065,0.583333333,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.35561862,0.79159301,0.282072426,0.997437826,1,0.415101921,0.167249912,0.998700757,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.434778642,0.31112796,0.369991755,0.987634035,1,0.151576654,0.219266362,0.995355864,0.583333333,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.198134633,0.59496975,0.664938252,0.97506157,1,0.302721252,0.392974065,0.993632846,0.583333333,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.239354119,0.129011996,0.439274462,0.822634403,1,0.061131958,0.260193041,0.964006599,0.583333333,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.127463855,0.354061341,0.643882382,0.306192789,1,0.173627569,0.380624784,0.85094767,0.583333333,1.48637983587996e-07
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.491177948,0.890399734,0.433122159,0.274406601,1,0.871985915,0.43893904,0.734919297,1,6.21912329523688e-07
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.177350074,0.9972119,0.695386787,0.985872216,1,0.539733975,0.410815481,0.996379991,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.298209339,0.515118182,0.528254307,0.97679123,1,0.258906421,0.312654641,0.993506355,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.291101042,0.516534148,0.706905807,0.518920557,1,0.259674398,0.417559807,0.916826931,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.534284735,0.701604889,0.364847039,0.987902177,1,0.362863716,0.216224855,0.995966123,0.583333333,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.187182337,0.981893678,0.370209755,0.965189398,1,0.530190592,0.219395213,0.99209062,0.583333333,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.096536689,0.226089251,0.212234296,0.994447453,1,0.108727604,0.125879948,0.997159558,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.393978481,0.780620464,0.8631277,0.995650847,1,0.408658488,0.508713621,0.998529283,0.583333333,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.151467171,0,0,0.999891058,0,0,0,1,0,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.052580629,0.404204232,0.491444311,0.277696638,1,0.353545551,0.497306489,0.810269872,1,3.12024872051175e-07
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.357372644,0,0,0.995153147,0,0,0,1,0,0
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.351191591,0.014267986,0.258339779,0.971190676,1,0.006643906,0.153195842,0.990157281,0.583333333,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.217665175,0.151544764,0.212921384,0.989471437,1,0.072055773,0.126287123,0.995357719,0.583333333,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.508882021,0.823862963,0.333879048,0.996603577,1,0.43417194,0.197910559,0.998458674,0.583333333,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.231084347,0.89576009,0.856408692,0.948733053,1,0.477310133,0.50480597,0.990626647,0.583333333,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252190787,0,0,0.879274384,0,0,0,0.999999672,0,0
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.289187788,0.528891885,0.940318236,0.882846035,1,0.266390485,0.553515798,0.980064493,0.583333333,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.259124312,0.881993499,0.761733069,0.955457527,1,0.468980189,0.449619267,0.991309753,0.583333333,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216933317,0,0,0.921355296,0,0,0,0.999999981,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.127610173,0.445573123,0.69228125,0.987276226,1,0.221581439,0.408996719,0.995998758,0.583333333,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.179556239,0.288081254,0.320451834,0.404792774,1,0.139855913,0.189966538,0.87467466,0.583333333,4.47342424214625e-08
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.081823795,0,0,0.994780694,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.374553443,0.898242865,0.572605704,0.924790968,1,0.478815964,0.338755244,0.986411807,0.583333333,0
0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.188043554,0.107792299,0.32452171,0.998295212,1,0.050912402,0.192374636,0.998824747,0.583333333,0
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.48113051,0,0,0.992728176,0,0,0,1,0,0
0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.336092901,0.63335866,0.857174114,0.997747176,1,0.324155675,0.505251174,0.999062772,0.583333333,0
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.451736476,0,0,0.994399318,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223826285,0,0,0.779501942,0,0,0,0.999982275,0,0
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.434843311,0.495021038,0.634920077,0.995787081,1,0.248041069,0.375365595,0.99825879,0.583333333,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214160836,0,0,0.965578572,0,0,0,1,0,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.162129766,0.469095643,0.657345642,0.830123007,1,0.23411996,0.38852205,0.970373487,0.583333333,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086071712,0,0,0.285699776,0,0,0,0.976355543,0,1.2830043852885e-06
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.321377197,0.056458648,0.796837789,0.901913964,1,0.026459141,0.470108485,0.979152563,0.583333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124442906,0,0,0.840213353,0,0,0,0.99999787,0,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.316013448,0.313313727,0.784061016,0.990699041,1,0.152692458,0.462654725,0.996824938,0.583333333,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.157124966,0.369908178,0.588461249,0.995773896,1,0.181838307,0.348077557,0.998144278,0.583333333,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.310618297,0.45931441,0.376622386,0.722862588,1,0.228895504,0.223185842,0.950890954,0.583333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122277878,0,0,0.466675573,0,0,0,0.995589569,0,6.5000000937232e-09
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.117518535,0,0,0.999533759,0,0,0,1,0,0
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.591363415,0.082671886,0.481623407,0.979929622,1,0.038898613,0.285176811,0.993154257,0.583333333,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.183960152,0.565964048,0.504260691,0.995728364,1,0.286686081,0.298520504,0.998172123,0.583333333,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.283672839,0,0,0.997047049,0,0,0,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244086477,0,0,0.94302268,0,0.086509702,0.412551486,0.939994616,0.416666667,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.190684733,0.845156931,0.33932762,0.932850878,1,0.446854311,0.20113359,0.986481892,0.583333333,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226844466,0,0,0.594790308,0,0,0,0.999157223,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.149692193,0,0,0.992561642,0,0,0,1,0,0
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.36517185,0,0,0.999087643,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2944183,0.007698934,0.826106865,0.957592248,1,0.006143355,0.827172382,0.991016257,1,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.243229494,0.690051679,0.909392052,0.996539059,1,0.356256266,0.53558625,0.99875704,0.583333333,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.292187995,0,0,0.934568752,0,0,0,0.999999995,0,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.266981844,0.481632067,0.614994897,0.870562248,1,0.240838259,0.36366751,0.976315768,0.583333333,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.259604738,0.441954639,0.973716679,0.996572342,1,0.219660388,0.57284698,0.998703887,0.583333333,0
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.255079777,0,0,0.999921507,0,0,0,1,0,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.235988016,0.47258101,0.001154174,0.914200142,1,0.235985276,0.000684847,0.979884766,0.583333333,0
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.491401621,0.661613169,0.614886357,0.849867715,1,0.340087022,0.363603775,0.97471365,0.583333333,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.133080709,0,0,0.994058787,0,0,0,1,0,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.203471345,0.047987761,0.354555248,0.943335846,1,0.022460357,0.210139555,0.984575192,0.583333333,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.338417769,0,0,0.951006409,0,0,0,0.999999999,0,0
