"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","normalized_z"
1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0.116674257,0.114611663,0.422848691,0.922561514,1,0.054189513,0.250495726,0.973733778,0.583333333,0.079501389,0.441556742,0.975564356,1,0.067678802,0.458417433,0.986749209,1,7.75970399491399e-07
1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0.267911962,0.827173948,0.352110954,0.895998475,1,0.79088237,0.357221482,0.979391318,1,0.76386975,0.368546697,0.982647373,1,0.739481517,0.383782357,0.991978348,1,1.63013803700096e-06
1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.088432289,0,0,0.73639191,0,0.096482699,0.17690218,0.997616721,0.416666667,0.053502655,0.122256995,0.999999506,0.277777778,0.033530338,0.096100168,1,0.208333333,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.22451321,0,0,0.977038599,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.066179192,0,0,0.997076692,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.137831863,0,0,0.992055912,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.371297791,0.306646817,0.455052672,0.987106121,1,0.149291369,0.269504484,0.993452691,0.583333333,0.161209811,0.344191928,0.994126372,0.722222222,0.154938172,0.392283179,0.997103167,0.791666667,5.00836594419241e-10
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.290055308,0,0,0.960820215,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.126082351,0,0,0.435098094,0,0,0,0.991276908,0,0,0,0.999844378,0,0,0,0.999998483,0,1.90000006838886e-08
0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0.455512804,0.841224966,0.580077852,0.996478339,1,0.444506568,0.34314909,0.998022648,0.583333333,0.523300428,0.436903144,0.998617208,0.722222222,0.550754101,0.495530462,0.999461517,0.791666667,0
0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0.482989684,0.280532247,0.859593444,0.987270093,1,0.136034289,0.506658305,0.994400832,0.583333333,0.146293326,0.639047146,0.995581682,0.722222222,0.140010607,0.714296804,0.998039795,0.791666667,5.00532060243586e-10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.371830815,0.981200026,0.798385076,0.998300201,1,0.529759442,0.471010875,0.999001246,0.583333333,0.965406999,0.813967184,0.999609821,1,0.963107425,0.825914399,0.999848861,1,0
1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0.474892555,0,0,0.986286003,0,0,0,1,0,0.075524617,0.050991857,0.999999904,0.277777778,0.047331595,0.040082173,1,0.208333333,0
1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.233987047,0.260848082,0.010413054,0.942205539,1,0.126109916,0.006178678,0.977318922,0.583333333,0.135203057,0.007930128,0.975514798,0.722222222,0.128988008,0.009110435,0.985497227,0.791666667,3.32552461113078e-06
1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0.210011925,0.8115809,0.29582406,0.901672498,1,0.426892643,0.17539109,0.974043025,0.583333333,0.749667755,0.310438279,0.982460324,1,0.722725987,0.323843274,0.99183849,1,1.72074900850472e-06
1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0.113565271,0,0,0.998802102,0,0.298962664,0.046140683,0.999476941,0.416666667,0.165784087,0.031887799,1,0.277777778,0.103897583,0.02506542,1,0.208333333,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.01825536,0,0,0.93735206,0,0,0,0.999999994,0,0,0,1,0,0,0,1,0,0
0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.070144859,0.167685904,0.349417294,0.92241354,1,0.079926697,0.207101145,0.973642325,0.583333333,0.08445625,0.26503126,0.973234443,0.722222222,0.079390112,0.303043342,0.985044842,0.791666667,1.52378277895604e-06
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.202370868,0,0,0.99985947,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0.060336927,0.594878135,0.562210854,0.998418204,1,0.302670392,0.332641044,0.998800977,0.583333333,0.342221797,0.42372848,0.999099389,0.722222222,0.345052589,0.480954182,0.999618255,0.791666667,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.157330803,0.154051362,0.081438445,0.998444713,1,0.073275561,0.048319393,0.998252698,0.583333333,0.077265021,0.062006617,0.998131175,0.722222222,0.072474786,0.071217431,0.998907913,0.791666667,0
1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.296004324,0,0,0.934562252,0,0,0,0.999999992,0,0,0,1,0,0.084689974,0.127563303,0.999999944,0.208333333,0
0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0.328096713,0.8793654,0.475689265,0.92251787,1,0.467393752,0.281677569,0.979805701,0.583333333,0.553741163,0.359574283,0.983879784,0.722222222,0.586764175,0.409516618,0.992924814,0.791666667,5.06385849363689e-07
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.17024271,0,0,0.914909354,0,0,0,0.999999956,0,0,0,1,0,0,0,1,0,0
0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0.121949781,0.965376854,0.655227409,0.97927824,1,0.519947766,0.387279784,0.993028534,0.583333333,0.624916509,0.492013575,0.995085005,0.722222222,0.672502989,0.556120523,0.998082467,0.791666667,1.00093389132638e-09
0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0.445271762,0.909685319,0.305647485,0.991239798,1,0.485770034,0.181205608,0.995682403,0.583333333,0.578426642,0.23205131,0.996602736,0.722222222,0.616257921,0.265626064,0.998536391,0.791666667,5.00380847867632e-10
0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0.182490404,0.508921793,0.951065712,0.061745662,1,0.2555495,0.559740129,0.67053677,0.583333333,0.28496541,0.703312312,0.718840079,0.722222222,0.283171297,0.781597542,0.851284219,0.791666667,0.00582144944160379
1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0.55687916,0,0,0.999308693,0,0.007589194,0.109232997,1,0.416666667,0.004208444,0.075490862,1,0.277777778,0.002637449,0.059339627,1,0.208333333,0
0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.098358487,0.47426716,0.04296822,0.995288856,1,0.236888365,0.025495203,0.996437791,0.583333333,0.262692843,0.032720883,0.996456099,0.722222222,0.259528007,0.037588447,0.998073901,0.791666667,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.311741922,0,0,0.999059512,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0.1123453,0,0,0.887897362,0,0,0,0.999999719,0,0.167431376,0.02328579,0.999993199,0.277777778,0.104929946,0.018303806,1,0.208333333,0
1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.539144437,0,0,0.999496598,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.266840399,0,0,0.988673896,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.042738052,0.504164599,0.455693431,0.99099512,1,0.252976446,0.269882552,0.995292259,0.583333333,0.281880807,0.344669984,0.996065344,0.722222222,0.279882392,0.392819331,0.998191543,0.791666667,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.016130574,0,0,0.405623761,0,0,0,0.988284665,0,0,0,0.999730881,0,0,0,0.999996624,0,4.80000047486939e-08
1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0.106193599,0.243392587,0.477098607,0.982853547,1,0.117358056,0.282508692,0.99182725,0.583333333,0.125477346,0.360623739,0.992513089,0.722222222,0.154694301,0.514888739,0.996890454,1,1.00183494833317e-09
1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0.031632076,0.477167082,0.986765222,0.970629346,1,0.238442605,0.580390371,0.990482653,0.583333333,0.264539136,0.728105952,0.992795922,0.722222222,0.26147868,0.807229706,0.996921331,0.791666667,1.50244150454171e-09
0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.462135356,0.539408548,0.601449861,0.95534432,1,0.272125377,0.355710765,0.985616704,0.583333333,0.30494085,0.452626975,0.987947714,0.722222222,0.304581502,0.512882089,0.994424039,0.791666667,4.36338143394721e-08
1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.617969249,0,0,0.980648588,0,0,0,1,0,0,0,1,0,0,0,1,0,2.25000001963238e-08
1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0.191186299,0.424219065,0.986453124,0.984439206,1,0.210274424,0.580209997,0.994049562,0.583333333,0.231324585,0.727889908,0.995610692,0.722222222,0.299521575,0.990560089,0.967616663,1,0
0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0.319976114,0.564346659,0.20504064,0.998396232,1,0.285795974,0.121616554,0.998531215,0.583333333,0.321550664,0.155933653,0.998695044,0.722222222,0.322530725,0.178850293,0.999364987,0.791666667,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.295698744,0,0,0.758539854,0,0,0,0.999954789,0,0,0,0.999999991,0,0,0,1,0,0
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.243282456,0.429592221,0.512648449,0.995978673,1,0.213112769,0.303462628,0.997432226,0.583333333,0.234647754,0.38704812,0.997909531,0.722222222,0.230104781,0.440198962,0.999058034,0.791666667,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.314956125,0,0,0.413272085,0,0,0,0.989129286,0,0,0,0.999765796,0,0,0,0.999997244,0,3.75000028807193e-08
1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0.222148195,0.302725695,0.804049328,0.650825465,1,0.147294195,0.474313787,0.916553967,0.583333333,0.15895519,0.599533847,0.921827191,0.722222222,0.152674399,0.672333606,0.958848031,0.791666667,0.000146930893686781
1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0.138700076,0.218996068,0.854643484,0.981714187,1,0.105202643,0.503779165,0.992455169,0.583333333,0.112053873,0.635540407,0.99379701,0.722222222,0.106190817,0.710590044,0.997140637,0.791666667,5.00627539423704e-10
1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0.010087728,0.313137686,0.532595354,0.985163785,1,0.152602568,0.315210842,0.992967543,0.583333333,0.164953667,0.401833615,0.993841195,0.722222222,0.207208152,0.57144413,0.997629777,1,5.00679608883559e-10
0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0.212214198,0.632772247,0.748903686,0.997926659,1,0.32382642,0.442123777,0.998687604,0.583333333,0.368400776,0.55996131,0.999091548,0.722222222,0.373864857,0.629891904,0.999637796,0.791666667,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.041785558,0,0,0.952687777,0,0,0,0.999999999,0,0,0,1,0,0,0,1,0,0
1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.137973275,0,0,0.971114408,0,0,0,1,0,0.079930354,0.091586455,0.999818726,0.277777778,0.050092689,0.071991576,1,0.208333333,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.282008325,0,0,0.988789295,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.090879769,0,0,0.978204203,0,0,0,1,0,0,0,1,0,0,0,1,0,4.20000010326049e-08
1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0.458301541,0,0,0.856243816,0,0,0,0.999998509,0,0.066484874,0.141838632,0.978165403,0.277777778,0.04166635,0.111492323,0.999999937,0.208333333,0
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.037633517,0.023730205,0.048776139,0.884745336,1,0.019005758,0.049612181,0.944505541,1,0.015872078,0.051425614,0.95447053,1,0.013313344,0.05389072,0.971169878,1,2.1064093760903e-05
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.016040016,0,0,0.999651868,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0.088379949,0.953046317,0.739807037,0.991217433,1,0.512332917,0.436806733,0.996439754,0.583333333,0.61449351,0.553402111,0.997649159,0.722222222,0.659814026,0.622818703,0.999133135,0.791666667,0
1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0.049231922,0.729657126,0.535414757,0.724109707,1,0.379000675,0.316870846,0.939332328,0.583333333,0.438047032,0.403920993,0.948098713,0.722222222,0.61819326,0.574558008,0.921599505,1,4.80438052656851e-05
1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.222380083,0.443082901,0.070446123,0.685220693,1,0.220259163,0.041798032,0.917925837,0.583333333,0.243038345,0.05364013,0.916659343,0.722222222,0.238866723,0.061612153,0.953045049,0.791666667,0.000278353676420817
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0.39446801,0.207963709,0.848989754,0.995471815,1,0.099735023,0.500489842,0.997411068,0.583333333,0.10604794,0.63153151,0.998011101,0.722222222,0.129361686,0.87258635,0.999342436,1,0
1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0.106626508,0,0,0.997828384,0,0,0,1,0,0.132195504,0.271264355,1,0.277777778,0.082847477,0.213227474,1,0.208333333,0
0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.284203136,0.318333637,0.966731781,0.985626498,1,0.155257824,0.56880687,0.99416413,0.583333333,0.167961123,0.71421303,0.995555855,0.722222222,0.161732743,0.792890462,0.998081827,0.791666667,0
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.291460696,0,0,0.999039343,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0.241082775,0.833026218,0.279716669,0.504467593,1,0.797508367,0.284099626,0.858866973,1,0.771123126,0.293605521,0.91826494,1,0.747346326,0.306455172,0.960254748,1,0.000632469587482309
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.424720284,0,0,0.983138886,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0.176495951,0.449482372,0.647759982,0.998239594,1,0.223659172,0.382899667,0.998703096,0.583333333,0.247042107,0.486560224,0.99901622,0.722222222,0.243060046,0.550153747,0.999574663,0.791666667,0
1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.31312384,0,0,0.996249974,0,0,0,1,0,0,0,1,0,0.012054632,0.16512441,1,0.208333333,0
1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.14969851,0,0,0.997175748,0,0.178524974,0.058464984,0.999709064,0.416666667,0.098997646,0.040405117,1,0.277777778,0.06204224,0.031760461,1,0.208333333,0
1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.223448584,0,0,0.98643379,0,0,0,1,0,0.145125605,0.103729983,0.999764185,0.277777778,0.090950826,0.081537002,1,0.208333333,0
0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0.147376688,0.274793854,0.816131132,0.064330159,1,0.133135064,0.481356133,0.653650927,0.583333333,0.143046743,0.608158853,0.679526883,0.722222222,0.136777107,0.681529616,0.814693074,0.791666667,0.00731472431826341
0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.141082578,0.140548692,0.267263436,0.895896571,1,0.066715637,0.158480852,0.966044567,0.583333333,0.070201356,0.203056965,0.96433312,0.722222222,0.065709851,0.232634026,0.97936978,0.791666667,6.30124271172594e-06
1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.204344602,0,0,0.999866743,0,0,0,1,0,0.087227246,0.0580986,1,0.277777778,0.054665681,0.045668432,1,0.208333333,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.173870027,0,0,0.999717659,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.309243808,0,0,0.981211468,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.374697828,0,0,0.999858614,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.08218407,0,0,0.999025581,0,0.094097932,0.015166426,1,0.416666667,0.052180227,0.010481508,1,0.277777778,0.032701567,0.008238994,1,0.208333333,0
1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.148800491,0,0,0.534640721,0,0.140569992,0.407652499,0.626906565,0.416666667,0.077950429,0.281728408,0.998664219,0.277777778,0.048851861,0.221452747,0.999997389,0.208333333,1.20000002157283e-08
1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.215314787,0,0,0.663040998,0,0,0,0.999621019,0,0.102459118,0.17120697,0.277581624,0.277777778,0.064211559,0.134577319,0.999710335,0.208333333,4.82500270404529e-07
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08177895,0.201157421,0.139850253,0.715673379,1,0.096370864,0.082966816,0.920817294,0.583333333,0.102362461,0.106435391,0.914986286,0.722222222,0.096732177,0.122184332,0.949262901,0.791666667,0.000281564850865168
1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0.335037771,0,0,0.99998987,0,0,0,1,0,0.144788468,0.19318872,0.999999994,0.277777778,0.09073954,0.151856084,1,0.208333333,0
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.158294198,0,0,0.461606341,0,0,0,0.99341575,0,0.175256128,0.05324803,0.25212159,0.277777778,0.109833751,0.041855639,0.994814501,0.208333333,5.24304876063919e-05
1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0.344158142,0.680487178,0.922472002,0.88697843,1,0.350803104,0.543172775,0.974017506,0.583333333,0.402205823,0.683335216,0.979681759,0.722222222,0.411542461,0.760807555,0.99110392,0.791666667,6.6665001041688e-07
1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.068917565,0,0,0.993972184,0,0,0,1,0,0,0,1,0,0.065292637,0.177914368,1,0.208333333,0
1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.246291966,0.787144835,0.739894813,0.988665221,1,0.412487325,0.436858053,0.995446051,0.583333333,0.481281505,0.553465447,0.996804507,0.722222222,0.501709701,0.622887055,0.998750009,0.791666667,0
0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0.156856565,0.87073868,0.254572559,0.982844632,1,0.462194799,0.150964517,0.992754203,0.583333333,0.54679672,0.193457203,0.994036024,0.722222222,0.578514045,0.221692752,0.997314389,0.791666667,4.50649495498112e-09
0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0.180472928,0.713963337,0.527333416,0.997737512,1,0.369956525,0.312112349,0.998480894,0.583333333,0.426494953,0.39793621,0.998882403,0.722222222,0.438938181,0.452322327,0.999541383,0.791666667,0
0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0.521667517,0.036863728,0.728266534,0.983042351,1,0.017224681,0.430058487,0.992081393,0.583333333,0.017838533,0.545068344,0.992888415,0.722222222,0.01643135,0.613816573,0.996446308,0.791666667,5.0104576043708e-10
1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0.142091997,0.681247398,0.288844564,0.946125003,1,0.351235982,0.171259327,0.982697563,0.583333333,0.59592958,0.303191632,0.987665093,1,0.560534466,0.316349412,0.994135205,1,2.12704004076691e-07
0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.205186759,0.183617086,0.458459505,0.981957921,1,0.087732843,0.27151454,0.991287886,0.583333333,0.092933948,0.346733357,0.991809412,0.722222222,0.08757894,0.39513305,0.995765972,0.791666667,3.00759772642323e-09
1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0.148538965,0.100827808,0.911029996,0.50375391,1,0.0475725,0.536536542,0.870485237,0.583333333,0.049752736,0.675312299,0.871656857,0.722222222,0.046282135,0.752424455,0.92722416,0.791666667,0.00062944566039036
1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0.315147159,0.387890292,0.001796414,0.995777975,1,0.337994612,0.001827308,0.996856803,1,0.300607584,0.001894276,0.996728412,1,0.268100034,0.001985328,0.998139798,1,0
0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0.163575631,0.895383694,0.011568589,0.909396326,1,0.477081939,0.006864319,0.974404696,0.583333333,0.566728525,0.008810122,0.977035584,0.722222222,0.602248842,0.010121395,0.98871576,0.791666667,5.73481909560414e-06
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.297959327,0,0,0.999735623,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.025417245,0,0,0.970402447,0,0,0,1,0,0,0,1,0,0.040168319,0.101570679,0.999999954,0.208333333,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.296425017,0,0,0.999958525,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.091922915,0.203532581,0.080048667,0.996713849,1,0.097544062,0.0474949,0.997063036,0.583333333,0.103646858,0.060948902,0.996893851,0.722222222,0.097982808,0.07000321,0.998205071,0.791666667,0
1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0.198112111,0.213387572,0.82026542,0.981709263,1,0.102420813,0.483765092,0.992347882,0.583333333,0.10899567,0.611106442,0.993634923,0.722222222,0.103200594,0.68466777,0.997038555,0.791666667,5.00829266947278e-10
1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0.112464603,0.988063578,0.98600084,0.961280109,1,0.534029409,0.579948612,0.990033388,0.583333333,0.974919656,0.989324373,0.995673684,1,0.973917721,0.988120358,0.998343815,1,1.00080888021381e-09
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.65604816,0,0,0.996105005,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.399899634,0,0,0.985565805,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.352449819,0,0,0.999501258,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0.114390383,0.830236301,0.291051374,0.99607998,1,0.437959551,0.172565775,0.997531964,0.583333333,0.514654862,0.221033246,0.998033718,0.722222222,0.54059991,0.253098837,0.999141668,0.791666667,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.253236145,0,0,0.402170483,0,0,0,0.98788667,0,0,0,0.999713656,0,0,0,0.999996305,0,5.30000059395519e-08
0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0.284746639,0.880227131,0.265497468,0.99740128,1,0.467913791,0.157435015,0.998179199,0.583333333,0.554436759,0.201721516,0.998562309,0.722222222,0.587591696,0.231112462,0.999377887,0.791666667,0
1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.122324261,0,0,0.995724801,0,0,0,1,0,0.121209448,0.150848536,1,0.277777778,0.07596247,0.118574562,1,0.208333333,0
1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0.186019912,0.866944156,0.507934214,0.989570275,1,0.459912141,0.30068511,0.995426159,0.583333333,0.543753192,0.383549331,0.996611815,0.722222222,0.79862942,0.546574329,0.999021062,1,5.0024595577014e-10
0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0.364387617,0.045121162,0.916578267,0.996378524,1,0.021109465,0.539754937,0.997773493,0.583333333,0.021889329,0.67920467,0.9982557,0.722222222,0.02018813,0.75649396,0.999207339,0.791666667,0
1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0.286897087,0.46986177,0.823893534,0.973493967,1,0.234529818,0.485878758,0.990705366,0.583333333,0.37522515,0.837414954,0.994655501,1,0.33980152,0.848272027,0.997604168,1,5.0065218637485e-10
1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0.217521424,0.627636109,0.682323441,0.995393266,1,0.320945098,0.403163424,0.997527823,0.583333333,0.536931813,0.701492793,0.998779206,1,0.500035266,0.717852221,0.99949455,1,0
1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0.112664317,0.219741117,0.981118413,0.910177145,1,0.105572548,0.577126574,0.975274825,0.583333333,0.112460916,0.724195301,0.978342634,0.722222222,0.106589192,0.803199541,0.989323388,0.791666667,1.67715967891446e-07
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.169261848,0,0,0.999874224,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0.187558684,0,0,0.997336229,0,0.288771796,0.004461016,0.99491939,0.416666667,0.160132934,0.003083006,1,0.277777778,0.100355982,0.002423398,1,0.208333333,0
1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.25578914,0,0,0.214636446,0,0.15786685,0.004848803,0.79129688,0.416666667,0.087542074,0.003351005,0.981813856,0.277777778,0.054862985,0.002634059,0.999134585,0.208333333,2.38737704680858e-05
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.383575923,0,0,0.153168733,0,0,0,0.916543882,0,0,0,0.989683413,0,0,0,0.999303596,0,2.20652438225333e-05
1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0.167109376,0.260546885,0.473093743,0.81417869,1,0.125958518,0.280146874,0.950255655,0.583333333,0.13503438,0.357641209,0.951163502,0.722222222,0.166990985,0.511069062,0.975573965,1,1.77590052573562e-05
1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0.120048303,0.788506342,0.936292888,0.964803268,1,0.413287247,0.551183671,0.98997234,0.583333333,0.482323168,0.693004209,0.992907714,0.722222222,0.692367357,0.948723667,0.923929166,1,1.00099506461504e-09
1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0.430185069,0.946897671,0.058499344,0.102193343,1,0.939594246,0.059500569,0.593702824,1,0.925887945,0.061673001,0.776752418,1,0.916282083,0.064625796,0.891992383,1,0.00521390822458967
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.25262572,0,0,0.700127583,0,0,0,0.999818542,0,0,0,0.999999883,0,0,0,1,0,0
1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0.555273825,0.563992603,0.964256962,0.50141169,1,0.285601185,0.567375054,0.886697827,0.583333333,0.46785167,0.969167747,0.894788412,1,0.431008774,0.969962192,0.96184898,1,0.000291918765587984
1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0.122847445,0,0,0.994707851,0,0,0,1,0,0,0,1,0,0.110717989,0.114321813,1,0.208333333,0
